No.,자음그룹,한자,대표훈음,원획수,뜻풀이(원문),자원오행,원본페이지,비고
9589,"하,방",厦,건물 하,12,"건물, 집(크거나 높은 건물). 문간방, 부속된 작은 방(건물의 한 부분)",木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9590,"하,가",荷,책임질 하/가,13,"메다, 짊어지다, 책임지다. 부담하다, 꾸짖을 하, 잗달 가.",木,399,옥편 11획
9591,하,廡,큰집 하,13,"큰집, 겉방, 문간방, 행랑.",木,399,
9592,하,閜,크게열릴 하,13,"크게 열리다, 크게 찢어지다.",木,399,
9593,하,煆,데울 하,13,"데우다, 덥다, 마르다.",火,399,
9594,"하,가",菏,늪 이름 하,13,늪이름. 늪 이름 하. 늪 이름 가,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
9595,하,瑕,허물 하,14,"허물, 틈새.",金,399,옥편 13획
9596,하,碬,숫돌 하,14,"숫돌, 돌자갈 땅.",金,399,
9597,하,⿰亻叟,클 하,14,"크다, 장대하다, 받다.",水,399,
9598,"하,가",瘕,기생충병 하/가,14,기생충병. 뱃병 가.,水,399,
9599,하,蝦,두꺼비 하,15,"두꺼비, 새우. 새우 하.",水,399,
9600,"하,호",㦆,뜻 없을 하,15,하. 자랑할 호. 뜻 없을 하,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9601,하,赮,붉을 하,16,"붉다, 붉은 빛, 놀, 아침놀, 저녁놀.",火,400,
9602,하,遐,멀 하,16,"멀다, 어찌",土,400,옥편 13획
9603,하,嗃,웃을 하,16,웃다. 횅뎅그렁한 모양.,水,400,
9604,하,㗿,웃을 하,16,하. 웃을 하,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9605,하,罅,틈 하,17,"틈새. 탈락, 누락, 갈라지다.",土,400,
9606,하,鍜,경개 하,17,경개. 목 투구,金,400,
9607,하,霞,노을 하,17,"노을, 새우, 멀다, 아득하다. 가볍고 아름답다.",水,400,
9608,"하,혁",嚇,웃음소리 하/혁,17,"웃음소리, 성내다. 성낼 혁.",水,400,
9609,하,⿰忄赫,속일 하,18,속이다. 공갈하다.,火,400,옥편 17획
9610,하,蕸,연잎 하,19,"연잎, 갈대.",木,400,옥편 17획
9611,하,⿰言叙,대답할 하,19,대답하다.,金,400,
9612,하,懗,속일 하,19,"속이다, 기만하다(거짓으로 현혹함). 꾐을 쓰다(말이나 수단으로 현혹하여 속임)",火,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9613,하,𧬂,대답할 하,19,하. 대답할 하,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9614,하,鰕,새우 하,20,"새우. 암코래, 도룡농.",水,400,
9615,"학,교,할",学,"배울 학/교,할",8,"배우다, 모방하다. 가르칠 교, 고지새 할.",水,400,
9616,학,虐,모질 학,9,"모질다, 사납다, 흑독하다. 해치다.",木,400,
9617,학,狢,오소리 학,10,"오소리. 담비, 오랑캐.",土,400,옥편 9획
9618,"학,확,각",确,"자갈땅 학/확,각",12,"자갈땅, 돌산, 척박하다. 굳을 확, 메마를 각.",金,400,
9619,"학,효",嗃,엄할 학/효,13,"엄하다, 냉엄하다. 큰소리로 외칠 효.",水,400,
9620,학,瘧,학질 학,14,학질. 말라리아.,水,400,
9621,학,郝,땅이름 학,14,땅이름.,土,400,옥편 10획
9622,학,謔,희롱할 학,16,"희롱하다, 농담하다.",金,400,
9623,"학,교,할",學,"배울 학/교,할",16,"배우다, 공부하다, 모방하다. 가르칠 교, 고지새 할.",水,400,
9624,"학,혹",翯,함치르르할 학,16,함치르르할. 함치르르할 학. 함치르르할 혹,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
9625,학,壆,흙 굳을 학,16,흙굳을. 흙 굳을 학,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
9626,학,壑,골 학,17,산골짜기.,土,401,
9627,"학,효",謞,간특할 학,17,간틀할. 간특할 학. 부르짖을 효,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
9628,학,皬,깨끗할 학,21,"희다, 희고 깨끗하다.",金,401,
9629,학,鶴,학 학,21,"학, 희다. 흴 학.",火,401,
9630,학,鸙,비둘기 학,24,비둘기.,火,401,
9631,학,鷽,비둘기 학,24,비둘기(비둘기류의 새). 작은 조류의 한 종류(비둘기와 유사한 새로 분류),火,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9632,"한,하,간",扞,"막을 한/하,간",7,"막다, 저항하다, 막아내다, 용감하다. 칠 하, 펼 간.",木,401,옥편 6획
9633,한,罕,드물 한,7,"드물다, 희소하다.",木,401,
9634,한,旱,가물 한,7,"가물다, 사납다.",火,401,
9635,"한,간",汗,땀 한/간,7,땀. 현이름 간.,水,401,옥편 6획
9636,한,恨,한 한,10,"유감, 한하다, 뉘우치다.",火,401,옥편 9획
9637,한,邗,땅이름 한,10,땅이름,土,401,옥편 6획
9638,"한,간",捍,막을 한/간,11,"막다, 방어하다, 저지하다. 몽둥이 간",木,401,옥편 10획
9639,한,閈,이문 한,11,"이문, 담장.",木,401,
9640,한,悍,사나울 한,11,"사납다, 세차다, 빠르다, 성급하다.",火,401,옥편 10획
9641,한,晘,가물 한,11,한. 가물 한,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9642,한,閑,한가할 한,12,"한가하다, 등한하다, 막다, 보위하다. 아름답다, 품위가 있다, 조용하다.",木,401,
9643,한,寒,찰 한,12,"차다, 춥다, 오싹하다, 어렵다. 가난하다, 쓸쓸하다, 식히다, 얼다.","木,水",401,
9644,"한,간",閒,한가할 한/간,12,"한가하다, 등한하다, 막다, 보위하다. 아름답다, 품위가 있다, 조용하다.",木,401,
9645,"한,현,완",莧,비름 한,12,비름. 비름 한. 비름 현. 빙그레 웃는 모양 완,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
9646,"한,은",限,한할 한/은,14,"한하다, 한정하다, 가지런하다. 심할 은.",土,401,옥편 9획
9647,한,僩,굳셀 한,14,"굳세다(튼튼하고 버티는 힘이 있음). 강인함, 굳은 의지(단단한 결의 또는 끈기)",火,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9648,한,暵,마를 한,15,"마르다, 말리다, 가물다, 시들다.",火,401,
9649,한,嫻,우아할 한,15,"우아하다, 단아하다, 조용하다. 익다, 익숙하다.",土,401,
9650,한,嫺,우아할 한,15,"우아하다, 단아하다, 조용하다. 익다, 익숙하다.",土,402,
9651,"한,탄",漢,한수 한/탄,15,"한나라. 한나라 한, 신년 탄.",水,402,옥편 14획
9652,한,銲,활팔찌 한,15,땜질할. 활팔찌 한,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
9653,한,⿴門柬,익힐 한,16,"익히다, 법.",木,402,
9654,한,榦,큰나무 한,16,큰나무.,木,402,
9655,한,翰,편지 한,16,편지.,火,402,
9656,한,瀾,넓을 한,16,넓다.,水,402,옥편 15획
9657,한,䦥,익힐 한,16,한. 익힐 한,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9658,한,橌,큰 나무 한,16,"큰 나무(크고 튼튼한 수목). 큰 나무로 만든 재목, 기둥 등 목재 자재",木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9659,한,憪,즐길 한,16,마음고요할. 즐길 한. 불안할 한,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
9660,한,鼾,코고는소리 한,17,"코 고는 소리, 코골다.",火,402,
9661,한,駻,사나울 한,17,사납다.,火,402,
9662,한,韓,한국 한,17,"대한민국, 한국, 크다.",金,402,
9663,한,澣,빨래할 한,17,"빨래하다, 빨다, 발을 씻다.",水,402,옥편 16획
9664,한,澖,넓을 한,17,"넓다(폭이나 범위가 큼). 물이 넓고 광대함(호수, 강 따위의 넓음)",水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9665,"한,안",𡽜,높을 한,17,한. 높을 안. 높을 한,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9666,한,雗,메까치 한,18,흰꿩. 메까치 한,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
9667,한,瀚,넓고큰모양 한,20,"넓고 큰 모양, 넓다.",水,402,옥편 19획
9668,한,鷳,백한 한,23,"백한, 솔개, 올빼미.",火,402,
9669,할,割,벨 할,12,"베다, 자르다, 끊어버리다, 쪼개다.",金,402,
9670,할,瞎,애꾸눈 할,15,"애꾸눈, 눈멀다.",木,402,
9671,할,轄,다스릴 할,17,"다스리다, 관리하다, 굴리다.",火,402,
9672,함,含,머금을 함,7,"머금다, 품다, 참다, 견디어내다.",水,402,
9673,함,函,함 함,8,상자.,木,402,
9674,함,欦,빙그레 웃을 함,8,웃음먹을. 빙그레 웃을 함,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
9675,"함,감",咸,"다 함/함,감",9,"짜다, 널리 미치다, 부드러워지다. 충만하다, 짤 함, 덜 감.",水,402,
9676,함,⿰口咸,고마워할 함,11,"재갈을 머금다, 물다, 받들다. 간직하다, 고마워하다.",水,402,
9677,함,啣,재갈 머금을 함,11,재갈 머금을 함. 재갈 함,水,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9678,함,涵,젖을 함,12,"젖다, 잠기다, 가라앉다, 포용하다. 너그럽다, 받아들이다.",水,402,옥편 11획
9679,함,喊,소리칠 함,12,"소리치다, 다물다, 맛보다.",水,403,
9680,함,菡,꽃술 함,13,꽃봉오리,木,403,옥편 11획
9681,함,菡,연꽃 함,14,연꽃.,木,403,옥편 12획
9682,함,銜,재갈 함,14,"재갈, 직함, 머금다, 입에 물다. 마음에 품다, 느끼다, 받들다.",金,403,
9683,함,緘,봉할 함,15,"봉하다, 묶다, 서류함.",木,403,
9684,함,莟,꽃술 함,15,"꽃술(꽃의 수술, 암술 등 생식 기관을 이르는 말). 꽃봉오리(피지 않은 꽃의 상태 또는 그 부분)",木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9685,함,誠,화동할 함,16,"화동하다, 희롱거리다. 정성.",金,403,
9686,함,陷,빠질 함,16,"빠지다, 움푹 파이다, 날조하다. 모함하다.",土,403,옥편 11획
9687,함,諴,화동할 함,16,"화동할(기존 뜻 보존). 말로 권고하거나 경계함(훈계, 권면의 의미로 쓰임)",土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9688,함,檻,난간 함,18,"난간, 함정, 막다, 닫다. 샘이 솟다.",木,403,
9689,함,艦,큰 배 함,20,"큰 배, 선박.",木,403,
9690,함,鹹,짤 함,20,"짜다, 두루 미치다, 같다, 물다, 씹다. 부드러워지다, 충만하다, 다 함.",水,403,
9691,"함,감",闖,범소리 함/감,20,"범의 소리, 성내는 모양, 바라보다. 바라볼 감.",木,403,
9692,"함,감",闞,범 소리 함,20,범 소리 함. 바라볼 감,木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9693,함,轞,함거 함,21,"함거, 수레소리.",火,403,
9694,"합,흡",合,합할 합/흡,6,"합하다, 모으다, 대답하다, 만나다. 싸우다, 적합하다, 쪽문 합, 흡 흡.",水,403,
9695,합,匌,만날 합,8,"돌다, 만나다, 두르다, 막히다. 음울하다.",金,403,
9696,"합,갑",柙,우리 합/갑,9,"우리, 궤, 상자, 수감하다, 가두다. 향나무 갑.",木,403,
9697,합,哈,웃음소리 합,9,"물고기 많은 모양, 웃는 소리.",水,403,
9698,"합,갈",盍,합할 합/갈,10,"덮다, 합하다, 모이다. 어찌 아니하다 할단새 갈.",金,403,옥편 9획
9699,합,盒,힙 합,11,"합, 입이 촐쭉한 그릇.",金,403,
9700,합,蛤,대합조개 합,12,대합조개.,水,403,
9701,합,郃,고을이름 합,13,고을이름.,土,403,옥편 9획
9702,"합,갑",嗑,입다물 합/갑,13,"입 다물다, 웃음 소리. 말이 많을 갑.",水,404,
9703,합,詥,화할 합,13,화할. 화할 합,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
9704,합,閘,쪽문 합,14,"쪽문, 협문, 마을.",木,404,
9705,합,榼,통 합,14,"통, 뚜껑, 칼집.",木,404,
9706,"합,개",溘,갑자기 합/개,14,"갑자기, 문득. 배가 모래에 박힐 개.",水,404,옥편 13획
9707,합,閤,쪽문 합,14,"쪽문, 작은 출입문(측문). 안쪽의 작은 방이나 측실을 가리키는 말(확장된 의미)",木,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9708,합,陝,좁을 합,15,좁다.,土,404,옥편 10획
9709,합,闔,문짝 합,18,"문짝, 하늘문, 닫다, 부합하다.",木,404,
9710,"합,협",陜,좁을 합,19,좁을 합. 좁을 협. 땅 이름 합,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9711,항,亢,높을 항,4,"높다, 극진히 하다, 지나치다, 가리다. 겨루다, 높이 오르다, 자부하다.","火,土,水",404,
9712,항,夯,멜 항,5,"메다, 힘주어 들다, 땅을 다지다. 달구질 하다, 세게 차다, 힘껏 때리다.",木,404,
9713,항,伉,짝 항,6,"짝, 부부, 정직한 모양, 강하다. 굳세다, 높고 크다, 겨루다.",火,404,
9714,"항,행",行,항렬 항/행,6,"대열, 순서, 차례. 다닐 행.",火,404,
9715,"항,강",抗,겨룰 항/강,8,"겨루다, 대항하다, 들어올리다. 저지하다, 높다, 올리다, 큰길 강.",木,404,옥편 7획
9716,항,杭,건널 항,8,"건너다, 막다.",木,404,
9717,"항,강",炕,마를 항/강,8,"마르다, 굽다, 자랑하다, 높다. 끊다, 조급하다, 열리다, 마를 강.",火,404,
9718,항,沆,넓을 항,8,"넓다, 흐르다.",水,404,옥편 7획
9719,항,巷,거리 항,9,"거리, 문밖, 복도.",土,404,
9720,항,姮,항아 항,9,항아.,土,404,
9721,항,缸,항아리 항,9,항아리.,土,404,
9722,"항,홍",肛,항문 항/홍,9,"항문, 똥똥하다, 부풀다. 항문 홍.",水,404,옥편 7획
9723,항,航,배 항,10,"배, 선박, 방주, 건너다. 항해하다, 날다.",木,404,
9724,"항,형",桁,차꼬 항/형,10,"차꼬, 횃대.",木,404,
9725,"항,긍",恒,항상 항/긍,10,항상. 반달 긍.,火,405,옥편 9획
9726,"항,긍",恆,항상 항/긍,10,항상. 반달 긍.,火,405,옥편 9획
9727,항,貥,큰 자개 항,11,큰자개. 큰 자개 항,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
9728,항,項,항목 항,12,"항목, 조목.",火,405,
9729,항,缿,투서함 항,12,투서함.,土,405,
9730,항,頏,새날아내릴 항,13,"새가 날아 내리다, 목구멍.",火,405,
9731,"항,홍",港,항구 항/홍,13,"항구, 통하다. 통할 홍",水,405,옥편 12획
9732,항,降,항복할 항,14,"항복하다, 투항하다, 항복시키다. 함께하다, 기쁘다, 내리다, 내릴 강.",土,405,옥편 9획
9733,"항,상",嫦,항아 항/상,14,항아. 항아 상,土,405,
9734,해,亥,돼지 해,6,"돼지, 단단하다, 간직하다.","火,土,水",405,
9735,해,咍,비웃을 해,8,"비웃다, 조소하다,. 즐기다, 기뻐하다",水,405,
9736,해,侅,이상할 해,8,이상할. 이상할 해,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
9737,"해,개",祄,도울 해/개,9,하늘이 돕다. 도울 개,木,405,옥편 9획
9738,해,垓,지경 해,9,지경.,土,405,
9739,해,咳,방긋웃을 해,9,"어린아이가 웃다, 방긋웃다. 기침 해.",水,405,
9740,해,孩,어린아이 해,9,"어린아이. 어리다, 달래다. 사랑하다, 웃다.",水,405,
9741,"해,할",害,해할 해/할,10,"해하다, 거리끼다, 시기하다. 훼방하다, 방해하다, 해롭다,",木,405,
9742,해,奚,어찌 해,10,"어찌, 어디, 어디에서.","木,火,金",405,
9743,해,⿰日亥,갖출 해,10,갖추다.,火,405,
9744,해,欬,기침 해,10,"기침, 기침하다.",金,405,
9745,해,㰩,웃음소리 해,10,해. 웃음소리 해,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9746,해,晐,갖출 해,10,"갖추다, 구비하다(갖춤이나 준비가 이루어짐). 밝고 맑게 빛나다(빛이나 맑음의 의미)",火,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9747,해,偕,함께 해,11,"온화하다, 함께, 같이, 함께하다. 굳세다, 왕성하다, 두루미치다.",火,405,
9748,해,痎,학질 해,11,"학질, 옴.",水,405,
9749,해,海,바다 해,11,"바다, 크다, 넓다, 어둡다.",水,406,옥편 10획
9750,해,䀭,눈 큰 모양 해,11,해. 눈 큰 모양 해,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
9751,해,荄,풀뿌리 해,11,풀뿌리. 풀뿌리 해,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
9752,해,絯,묶을 해,12,묽을. 묶을 해,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
9753,해,陔,층층대 해,12,층계. 층층대 해,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
9754,해,楷,본보기 해,13,"본보기, 모범, 곧다, 강직하다. 바르다, 본받다.",木,406,
9755,해,解,풀 해,13,"풀다, 벗다, 깨닫다, 풀이하다. 느슨해지다, 떨어지다, 벗기다.",木,406,
9756,해,該,갖출 해,13,"갖추다, 겸하다, 포용하다, 맞다. 마땅 해.",金,406,
9757,해,賅,갖출 해,13,갖출. 갖출 해,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가); 기준본 음(대표) 필드 오류로 뜻풀이 텍스트에서 재추출함"
9758,"해,개",瑦,검은옥돌 해/개,14,검은옥돌. 검은옥돌 개.,金,406,
9759,해,頦,아래턱 해,15,"아래턱, 볼, 추하다, 보기 흉하다.",火,406,
9760,"해,개",瑎,검은 옥돌 해,15,검은 옥돌 해. 검은 옥돌 개,土,,"2024 보완전사(김기승 성명학 9,491자 기준본 대조 추가)"
